School_ID,Name_of_School,Elementary_Middle_High_School,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,Family_Involvement_Score,Parent_Engagement_Score,Average_Student_Attence,Rate_of_Misconducts,Average_Teacher_Attence,Students_Taking_Algebra,Students_Passing_Algebra,X9_Grade_Explore_2009,X9_Grade_Explore_2010,X10_Grade_Plan_2009,X10_Grade_Plan_2010,X11_Grade_Average_ACT_2011,Net_Change_EXPLORE_PLAN,Net_Change_PLAN_ACT,College_Eligibility,Graduation_Rate,College_Enrollment_Rate,College_Enrollment,Freshman_on_Track_Rate,Probation
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,Probation,Level 3,31,44,92.7,30.7,94.7,,,,,,,,,,,,,291,,1
609904,Edward K Ellington Elementary School,ES,Probation,Level 2,,49,93.3,17.4,97.3,,,,,,,,,,,,,377,,1
610094,Louis Nettelhorst Elementary School,ES,Not on Probation,Level 1,,,95.5,5.3,95.9,53.6,33.3,,,,,,,,,,,729,,0
610276,Irvin C Mollison Elementary School,ES,Probation,Level 3,,52,91.1,36.1,94.3,20.7,,,,,,,,,,,,244,,1
610402,DeVry University Advantage Academy High School,HS,Not on Probation,Level 1,,58,96.7,0,94.5,,,,,,,20.7,,,40.6,,63.3,200,,0
610066,James E McDade Elementary Classical School,ES,Not on Probation,Level 1,,61,96.2,0,94.3,,,,,,,,,,,,,199,,0
610185,Adlai E Stevenson Elementary School,ES,Not on Probation,Level 2,,47,95.7,2.3,94.7,,,,,,,,,,,,,1324,,0
609789,John Barry Elementary School,ES,Not on Probation,Level 2,49,51,95.1,5.6,96.1,,,,,,,,,,,,,800,,0
610177,Mark Skinner Elementary School,ES,Not on Probation,Level 1,,,97.1,0,94.9,,,,,,,,,,,,,784,,0
610241,Guglielmo Marconi Elementary Community Academy,ES,Probation,Level 3,,52,91.5,58.8,96.5,,,,,,,,,,,,,245,,1
609715,Thomas Kelly High School,HS,Not on Probation,Level 2,53,,89.3,5.8,95.3,,,13.4,13.4,15.1,14.6,17.1,1.2,2,22.1,67.4,46.4,2883,65.6,0
609925,Joseph Kellman Corporate Community Elementary School,ES,Not on Probation,Level 2,68,59,95.2,4.4,95.8,,,,,,,,,,,,,293,,0
609967,William F Finkl Elementary School,ES,Probation,Level 2,60,49,95.2,6.7,96.9,,,,,,,,,,,,,588,,1
610085,Near North Elementary School,ES,Not Applicable,Level 3,,,80.2,58.3,94.8,,,,,,,,,,,,,91,,0
609711,William Rainey Harper High School,HS,Probation,Level 2,32,49,73,63.6,94.7,,,12.2,11.9,13.1,13.4,14.4,1.2,1.3,5.9,37,40.3,621,64.2,1
610542,West Ridge Elementary School,ES,Not on Probation,Not Enough Data,,46,94.9,6.8,0,,,,,,,,,,,,,659,,0
610130,John T Pirie Fine Arts & Academic Center Elementary School,ES,Not on Probation,Level 2,44,,93.5,20.8,95.4,,,,,,,,,,,,,384,,0
610099,Norwood Park Elementary School,ES,Not on Probation,Level 1,86,57,95.5,0.3,95.6,94.7,69.4,,,,,,,,,,,359,,0
610116,Parkside Elementary Community Academy,ES,Probation,Level 3,,42,89.8,90.7,94.9,,,11.5,,,,,,,,,,348,,1
609989,Victor Herbert Elementary School,ES,Not on Probation,Level 1,52,50,92.8,10.3,96.2,,,,,,,,,,,,,398,,0
609707,Paul Robeson High School,HS,Probation,Level 3,,,73.5,26.4,94.7,,,11.6,11,12.7,12.7,13.6,1.1,0.9,2.9,40.6,42.2,733,53.3,1
610112,Francis W Parker Elementary Community Academy,ES,Not on Probation,Level 2,,48,91.9,39,94.9,10.6,,,,,,,,,,,,808,,0
610171,Arnold Mireles Elementary Academy,ES,Probation,Level 3,,48,92.8,11.8,95.2,9.8,,,,,,,,,,,,905,,1
609887,Arthur Dixon Elementary School,ES,Not on Probation,Level 2,,,94.8,32.2,95.6,,,,,,,,,,,,,652,,0
610137,Ernst Prussing Elementary School,ES,Not on Probation,Level 2,,43,95.4,23.4,96,,,,,,,,,,,,,672,,0
609942,Johann W von Goethe Elementary School,ES,Not on Probation,Level 2,61,57,95.8,5.6,97,20.5,29.4,,,,,,,,,,,786,,0
609922,Belmont-Cragin Elementary School,ES,Not on Probation,Level 2,81,55,95.3,1.3,96.8,,,,,,,,,,,,,634,,0
609927,Foster Park Elementary School,ES,Probation,Level 3,41,46,93.7,33.6,94.7,,,,,,,,,,,,,418,,1
610228,John Greenleaf Whittier Elementary School,ES,Probation,Level 3,,,94.9,3.8,96.5,,,,,,,,,,,,,409,,1
610345,Carter G Woodson South Elementary School,ES,Probation,Level 3,27,44,91.9,70.5,94.7,,,,,,,,,,,,,329,,1
609709,Gage Park High School,HS,Probation,Level 3,43,,72.5,19.5,94,,,12.4,12,13.8,13.6,14.1,1.2,0.3,7.9,52.8,40.3,1052,46,1
610184,John Spry Elementary Community School,ES,Not on Probation,Level 2,59,46,96.2,5.9,97.4,,,,,,,,,,,,,809,,0
609788,Alice L Barnard Computer Math & Science Center Elementary School,ES,Not on Probation,Level 1,,69,95.6,28.5,95,,,,,,,,,,,,,274,,0
609902,Ralph H Metcalfe Elementary Community Academy,ES,Probation,Level 3,,48,94.9,22.3,95.5,24.6,84.6,,,,,,,,,,,489,,1
609908,Esmond Elementary School,ES,Probation,Level 2,,49,92.9,34,95.7,,,,,,,,,,,,,342,,1
610362,Medgar Evers Elementary School,ES,Not on Probation,Level 1,,56,94.9,18.1,96.1,,,,,,,,,,,,,367,,0
609844,William W Carter Elementary School,ES,Probation,Level 3,49,46,91.2,27,95.9,42.4,50,,,,,,,,,,,371,,1
609930,Frederick Funston Elementary School,ES,Probation,Level 3,,40,94.7,16.8,95.4,,,,,,,,,,,,,619,,1
610021,Pablo Casals Elementary School,ES,Probation,Level 3,,42,92,47.1,95.9,,,,,,,,,,,,,505,,1
610139,George M Pullman Elementary School,ES,Not on Probation,Level 2,,50,93.5,14.6,96.2,,,,,,,,,,,,,259,,0
609730,Nicholas Senn High School,HS,Probation,Level 3,,,81.7,41.3,96.4,,,12.8,14.3,14.3,13.9,15.8,1.1,1.5,17.5,40.1,54.4,1053,79.8,1
610339,Amos Alonzo Stagg Elementary School,ES,Probation,Level 3,35,44,91.4,34.3,95.5,,,,,,,,,,,,,539,,1
609871,Barbara Vick Early Childhood & Family Center,ES,,,,66,60.9,0,95.5,,,,,,,,,,,,,204,,0
609782,John J Audubon Elementary School,ES,Not on Probation,Level 1,73,61,96.2,4.5,96.7,47.4,61.1,,,,,,,,,,,580,,0
609954,John Milton Gregory Elementary School,ES,Not on Probation,Level 1,43,49,95.2,3.2,94.6,,,,,,,,,,,,,323,,0
610353,Calmeca Academy of Fine Arts and Dual Language,ES,Not on Probation,Level 2,67,51,96.5,1.9,96.9,,,,,,,,,,,,,792,,0
610132,Edgar Allan Poe Elementary Classical School,ES,Not on Probation,Level 1,33,55,97.6,0,97.2,,,,,,,,,,,,,192,,0
609971,John Harvard Elementary School of Excellence,ES,Probation,Level 2,24,47,93,8.7,96,,,,,,,,,,,,,476,,1
609857,Grover Cleveland Elementary School,ES,Not on Probation,Level 1,43,49,95,6.1,96.3,27.6,58.3,,,,,,,,,,,688,,0
609734,William Howard Taft High School,HS,Not on Probation,Level 2,,,89.1,9.8,96.1,74.4,60,14.8,15.7,15.9,16.4,17.9,1.6,2,32.3,67.4,62.2,2922,77.3,0
609796,Jean Baptiste Beaubien Elementary School,ES,Not on Probation,Level 1,,,95.7,7.4,96.3,36.8,72.2,,,,,,,,,,,1181,,0
610084,Annie Keller Elementary Gifted Magnet School,ES,Not on Probation,Level 1,97,68,97.5,4.9,96.5,51.5,70.6,,,,,,,,,,,245,,0
610529,Ogden International High School,HS,Not on Probation,Not Enough Data,,,94.2,13.7,0,58.7,29,14.5,14.7,,16,,1.5,,,,,558,93.3,0
610030,Charles Kozminski Elementary Community Academy,ES,Probation,Level 3,,39,92,55.6,94.4,,,,,,,,,,,,,403,,1
609952,Nathanael Greene Elementary School,ES,Not on Probation,Level 2,,48,95.5,3.8,96.2,,,,,,,,,,,,,631,,0
609963,Alexander Hamilton Elementary School,ES,Not on Probation,Level 2,64,57,95.3,12.5,97.4,,,,,,,,,,,,,307,,0
610141,Ravenswood Elementary School,ES,Not on Probation,Level 2,,53,94.9,8.1,95.7,,,,,,,,,,,,,465,,0
610011,Minnie Mars Jamieson Elementary School,ES,Not on Probation,Level 1,50,52,95.7,8.1,96.2,38.1,42.9,,,,,,,,,,,811,,0
610106,Brian Piccolo Elementary Specialty School,ES,Probation,Level 3,,,90.6,65.8,95,,,,,,,,,,,,,549,,1
610189,Joseph Stockton Elementary School,ES,Not on Probation,Level 2,,,94.9,11,95.3,30.8,75,,,,,,,,,,,462,,0
610065,Emmett Louis Till Math and Science Academy,ES,Probation,Level 3,31,47,88,95.7,93.3,,,,,,,,,,,,,471,,1
609991,Theodore Herzl Elementary School,ES,Probation,Level 3,,,90.8,23.9,97,,,,,,,,,,,,,512,,1
610076,Bernhard Moos Elementary School,ES,Probation,Level 2,34,,93,45.5,96.3,,,,,,,,,,,,,429,,1
610282,Ronald E McNair Elementary School,ES,Probation,Level 3,30,47,90.7,52.8,96.5,,,,,,,,,,,,,422,,1
609738,Lincoln Park High School,HS,Not on Probation,Level 2,61,,84.6,9.2,96,,,17.7,18,18.6,19,21.6,1.3,3,53.6,77.9,75.5,2342,74.4,0
610125,Irma C Ruiz Elementary School,ES,Not on Probation,Level 2,59,50,95.5,15.9,95,28.8,16.7,,,,,,,,,,,916,,0
610009,Galileo Math & Science Scholastic Academy Elementary School,ES,Not on Probation,Level 1,52,49,95,3.1,97,33.3,78.9,,,,,,,,,,,606,,0
610369,Mahalia Jackson Elementary School,ES,Probation,Level 3,,46,92.5,35.7,94.6,,,,,,,,,,,,,323,,1
609884,William E Dever Elementary School,ES,Not on Probation,Level 1,66,50,95.5,2.1,95.9,,,,,,,,,,,,,843,,0
609899,Christian Ebinger Elementary School,ES,Not on Probation,Level 1,72,52,95.9,9.3,95.2,,,,,,,,,,,,,650,,0
610096,Florence Nightingale Elementary School,ES,Not on Probation,Level 2,54,48,95.6,9.4,95.8,23.3,32.1,,,,,,,,,,,1382,,0
609849,George F Cassell Elementary School,ES,Not on Probation,Level 2,67,52,94.4,13.8,95.1,,,,,,,,,,,,,358,,0
609691,North-Grand High School,HS,Probation,Level 2,,,88.6,15.3,95.6,,,13.3,12.8,14.1,14.2,15.4,0.9,1.3,15.8,69.7,41.3,883,81.3,1
610165,Franz Peter Schubert Elementary School,ES,Probation,Level 3,31,47,95.8,2.1,97,,,,,,,,,,,,,949,,1
610266,Dumas Technology Academy,ES,Probation,Level 3,,48,92.5,38.4,95.6,,,,,,,,,,,,,381,,1
610092,Henry H Nash Elementary School,ES,Probation,Level 3,,,95.1,27.9,95.8,,,,,,,,,,,,,393,,1
610176,John D Shoop Math-Science Technical Academy Elementary School,ES,Probation,Level 3,47,52,93.2,40.8,96.3,4.5,,,,,,,,,,,,553,,1
610389,Orr Academy High School,HS,Probation,Level 3,,,66.3,10.2,95,,,11.7,12,13.6,13.3,15.1,1.6,1.5,5.8,,51.9,831,59.5,1
610248,Chicago Academy Elementary School,ES,Not on Probation,Level 1,,47,96.3,6,96.1,50,53.8,,,,,,,,,,,601,,0
610055,Michael Faraday Elementary School,ES,Not on Probation,Level 2,,50,93.3,39.4,94.6,,,,,,,,,,,,,194,,0
610110,Ida B Wells Preparatory Elementary Academy,ES,Probation,Level 3,,,93.2,9.5,92.8,,,,,,,,,,,,,215,,1
610053,Marquette Elementary School,ES,Probation,Level 3,,43,93.1,64.6,95.3,,,,,,,,,,,,,1390,,1
609702,Richard T Crane Technical Preparatory High School,HS,Probation,Level 3,,47,57.9,19.9,93.9,,,12,11.9,13.2,13.6,14,1.6,0.8,3.7,48,32.6,478,40.9,1
609986,Charles R Henderson Elementary School,ES,Probation,Level 3,,46,89.2,80.6,93.6,8.2,,,,,,,,,,,,407,,1
610342,Albert R Sabin Elementary Magnet School,ES,Probation,Level 3,,,94.7,28.1,95,,,,,,,,,,,,,620,,1
609803,James G Blaine Elementary School,ES,Not on Probation,Level 1,,40,96.4,2.1,96,50,63.3,,,,,,,,,,,923,,0
610253,Julia C Lathrop Elementary School,ES,Probation,Level 3,,40,90.5,113.5,95.5,,,,,,,,,,,,,83,,1
609820,Augustus H Burley Elementary School,ES,Not on Probation,Level 1,,59,96.5,0.7,95,35.7,80,,,,,,,,,,,572,,0
609867,Peter Cooper Elementary Dual Language Academy,ES,Not on Probation,Level 2,,,96.2,5.7,96.3,,,,,,,,,,,,,709,,0
610083,Daniel C Beard Elementary School,ES,Not Applicable,Not Enough Data,,57,91.9,0,94.3,,,,,,,,,,,,,160,,0
610159,Jonathan Y Scammon Elementary School,ES,Not on Probation,Level 2,,48,95.9,8,95.3,19.4,100,,,,,,,,,,,937,,0
609866,John C Coonley Elementary School,ES,Not on Probation,Level 1,90,58,95.9,1.4,96.5,,,,,,,,,,,,,668,,0
610182,Hannah G Solomon Elementary School,ES,Not on Probation,Level 1,96,52,95.8,0.8,95.7,45.5,93.3,,,,,,,,,,,363,,0
610157,Sidney Sawyer Elementary School,ES,Not on Probation,Level 2,30,49,96.8,7.4,96.4,17.6,82.1,,,,,,,,,,,1846,,0
610082,Mount Greenwood Elementary School,ES,Not on Probation,Level 1,,,96,2.9,96.1,,,,,,,,,,,,,909,,0
610249,Talman Elementary School,ES,Not on Probation,Level 1,99,57,96.2,9.2,95.5,,,,,,,,,,,,,376,,0
610237,Ludwig Van Beethoven Elementary School,ES,Probation,Level 3,,46,93.7,11.4,94.7,39.1,70.6,,,,,,,,,,,411,,1
610312,Mary E McDowell Elementary School,ES,Not on Probation,Level 2,49,,95.5,3.1,96.1,,,,,,,,,,,,,188,,0
610104,William J Onahan Elementary School,ES,Not on Probation,Level 1,59,47,95.7,6.9,96.1,,,,,,,,,,,,,687,,0
610109,William Bishop Owen Scholastic Academy Elementary School,ES,Not on Probation,Level 1,61,58,96.9,1.2,95,44.4,54.5,,,,,,,,,,,243,,0
610221,Daniel Webster Elementary School,ES,Not on Probation,Level 1,56,45,94.8,5.7,97.2,,,,,,,,,,,,,370,,0
609746,Kenwood Academy High School,HS,Not on Probation,Level 2,,,88.4,5.9,95.3,81.2,49,15.6,15.1,16.8,16.9,19.1,1.3,2.3,26.8,69.5,79.7,1852,70.3,0
609682,Ellen H Richards Career Academy High School,HS,Probation,Level 2,23,43,90.6,17.3,95.7,,,11.8,12,13.1,12.8,14,1,0.9,5.5,57.3,43.1,473,63.5,1
609974,Hawthorne Elementary Scholastic Academy,ES,Not on Probation,Level 1,88,58,96.9,1.2,96.5,98.4,91.8,,,,,,,,,,,569,,0
610499,Collins Academy High School,HS,Not on Probation,Level 2,42,54,91.4,2.9,96.6,,,12.5,12.5,14.2,14.1,15.6,1.6,1.4,20.5,,,409,70.4,0
609990,South Loop Elementary School,ES,Not on Probation,Level 1,66,54,95.3,12.7,97.2,,,,,,,,,,,,,795,,0
610264,Walter Reed Elementary School,ES,Probation,Level 2,,47,92.4,75.5,93.2,,,,,,,,,,,,,44,,1
609679,Charles Allen Prosser Career Academy High School,HS,Not on Probation,Level 2,47,46,86,9.7,94.4,,,15.5,15.1,16.3,16.2,17.9,0.7,1.6,27.7,78.7,58,1415,79.4,0
609797,Jacob Beidler Elementary School,ES,Not on Probation,Level 2,,,95.4,0.7,96.6,,,,,,,,,,,,,411,,0
609891,James R Doolittle Jr Elementary School,ES,Probation,Level 3,,44,91.4,134.8,94.7,,,,,,,,,,,,,306,,1
609693,George Westinghouse High School,HS,Not on Probation,Not Enough Data,72,54,93.6,2,96.8,,,16.1,16.9,,17.1,,1,,,,,828,90.5,0
610515,Disney II Magnet School,ES,Not on Probation,Level 1,99,62,97.3,0,96.5,,,,,,,,,,,,,363,,0
610034,Lawle Elementary Community Academy,ES,Probation,Level 3,,,91,18.8,94.8,,,,,,,,,,,,,508,,1
609759,Roberto Clemente Community Academy High School,HS,Probation,Level 2,31,,69.6,20.6,94.2,,,12.6,12.3,14,13.3,15.4,0.7,1.4,12.5,49.5,41.5,1016,58.9,1
609855,Walter S Christopher Elementary School,ES,Probation,Level 3,48,52,86.1,4,94.1,,,,,,,,,,,,,279,,1
609735,Edward Tilden Career Community Academy High School,HS,Probation,Level 2,57,51,78.4,13,95.2,,,11.6,12,12.9,12.9,13.5,1.3,0.6,10.5,41.1,37,461,86.5,1
610284,New Field Elementary School,ES,Not on Probation,Level 2,,51,96.2,3.1,95.6,,,,,,,,,,,,,696,,0
610263,John Foster Dulles Elementary School,ES,Probation,Level 2,22,51,94.1,28.2,97.3,,,,,,,,,,,,,537,,1
609906,Robert Emmet Elementary School,ES,Not on Probation,Level 2,,51,89.8,30.1,94.8,,,,,,,,,,,,,460,,0
609798,Hiram H Belding Elementary School,ES,Not on Probation,Level 2,63,53,95,21.3,96.2,46.4,57.7,,,,,,,,,,,672,,0
610348,Nathan R Goldblatt Elementary School,ES,Probation,Level 3,,53,92.9,57.7,95.6,,,,,,,,,,,,,268,,1
610227,Eli Whitney Elementary School,ES,Not on Probation,Level 2,,,95.8,11.6,95.2,9.5,,,,,,,,,,,,1133,,0
610088,Wolfgang A Mozart Elementary School,ES,Not on Probation,Level 2,,50,95.2,3.6,96.4,,,,,,,,,,,,,748,,0
609864,John W Cook Elementary School,ES,Probation,Level 2,,45,94,26,94,,,,,,,,,,,,,482,,1
610052,Horace Mann Elementary School,ES,Probation,Level 3,31,44,92.6,44.4,94.5,19.1,,,,,,,,,,,,472,,1
609993,Agustin Lara Elementary Academy,ES,Not on Probation,Level 1,44,53,95.5,10.4,95.8,42.9,25,,,,,,,,,,,556,,0
609894,John B Drake Elementary School,ES,Probation,Level 3,20,50,93.8,43.3,95.9,,,,,,,,,,,,,249,,1
610002,Thomas Hoyne Elementary School,ES,Not on Probation,Level 1,66,,94.8,0,95.4,,,,,,,,,,,,,288,,0
609981,Phobe Apperson Hearst Elementary School,ES,Probation,Level 3,,45,92.1,25.5,95.8,,,,,,,,,,,,,364,,1
609791,Perkins Bass Elementary School,ES,Probation,Level 3,50,47,92.1,28.9,96.4,,,,,,,,,,,,,369,,1
609766,Jacqueline B Vaughn Occupational High School,HS,Not Applicable,Not Enough Data,72,63,87.6,3.7,95.5,,,,,,,,,,55.6,65.3,,203,,0
609897,Charles W Earle Elementary School,ES,Probation,Level 2,,53,93.8,16.9,94.6,,,,,,,,,,,,,331,,1
609800,Frank I Bennett Elementary School,ES,Probation,Level 3,46,47,92.5,6.5,95.9,,,,,,,,,,,,,504,,1
609836,Arthur E Canty Elementary School,ES,Not on Probation,Level 1,64,66,96.1,2.3,96.1,29.8,100,,,,,,,,,,,784,,0
609943,Samuel Gompers Fine Arts Options Elementary School,ES,Not on Probation,Level 2,42,49,93.6,54.2,96,,,,,,,,,,,,,285,,0
609976,Stephen K Hayt Elementary School,ES,Not on Probation,Level 1,61,,95.6,55.6,96,,,,,,,,,,,,,1000,,0
609988,Patrick Henry Elementary School,ES,Not on Probation,Level 1,56,52,95.1,4.3,95.9,,,,,,,,,,,,,650,,0
609755,Whitney M Young Magnet High School,HS,Not on Probation,Level 1,80,53,94.6,1.2,94.9,56.3,89.2,20.8,21,22.6,22.8,26.6,2,4,89,93.9,88.3,2166,96.7,0
610153,William H Ryder Math & Science Specialty Elementary School,ES,Probation,Level 3,,,93,22.5,94.3,27.5,,,,,,,,,,,,302,,1
609935,Matthew Gallistel Elementary Language Academy,ES,Not on Probation,Level 2,45,50,95.1,5.9,96.3,,,,,,,,,,,,,1408,,0
610217,James Ward Elementary School,ES,Not on Probation,Level 1,65,48,97.8,1.3,96.9,43.6,50,,,,,,,,,,,492,,0
610068,Hanson Park Elementary School,ES,Not on Probation,Level 2,,50,95,24.4,94.9,14,88.2,,,,,,,,,,,1499,,0
610357,Spry Community Links High School,HS,Not on Probation,Level 2,,56,95.6,9.7,95.7,,,14.3,14.6,15.5,15.9,16.9,1.6,1.4,35,73.7,65.2,205,92.8,0
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,Not on Probation,Level 1,,56,92.9,4.4,96.3,,,17.4,17.7,17.7,18.1,20.5,0.7,2.8,31.9,75.4,85.1,915,91.1,0
610363,Walt Disney Magnet Elementary School,ES,Not on Probation,Level 1,,,96.4,7.7,96.4,20,74.1,,,,,,,,,,,1651,,0
610156,Louis Armstrong Math & Science Elementary School,ES,Probation,Level 3,,59,92.6,83.4,97.9,,,,,,,,,,,,,93,,1
610246,Edward Beasley Elementary Magnet Academic Center,ES,Not on Probation,Level 1,,42,95,10.3,94.7,38.6,76.8,,,,,,,,,,,1365,,0
610544,Mariano Azuela Elementary School,ES,Not on Probation,Not Enough Data,96,47,95.5,19.7,0,,,,,,,,,,,,,873,,0
609678,William Jones College Preparatory High School,HS,Not on Probation,Level 1,,,93.8,4.5,95.3,,,19.6,20.3,21.3,21.1,24.8,1.5,3.5,83.3,90.1,86.9,871,92.8,0
610045,Robert H Lawrence Elementary School,ES,Probation,Level 3,29,,90.7,14,95.3,,,,,,,,,,,,,371,,1
609845,George Washington Carver Primary School,ES,Probation,Level 3,,52,90.9,15.6,94.7,,,,,,,,,,,,,546,,1
609916,Enrico Fermi Elementary School,ES,Probation,Level 3,42,,89.9,101.2,95.4,,,,,,,,,,,,,238,,1
610290,Benjamin E Mays Elementary Academy,ES,Not on Probation,Level 2,23,,95.5,0.3,96.6,,,,,,,,,,,,,301,,0
610032,Wendell E Green Elementary School,ES,Not on Probation,Level 1,,53,93.9,20.1,95.7,,,,,,,,,,,,,254,,0
610097,William P Nixon Elementary School,ES,Not on Probation,Level 2,,46,95.6,3.5,95.8,,,,,,,,,,,,,1061,,0
609839,Carroll-Rosenwald Specialty Elementary School,ES,Not on Probation,Level 2,,48,94.8,27.8,95.6,10.3,,,,,,,,,,,,537,,0
609775,John P Altgeld Elementary School,ES,Probation,Level 3,37,46,91.9,32.9,95.5,,,,,,,,,,,,,527,,1
610334,Al Raby High School,HS,Probation,Level 3,,,80.3,14,95.1,,,12.8,13,14.1,14,15.2,1.2,1.1,13.5,72.2,64.2,551,74.3,1
609975,John Hay Elementary Community Academy,ES,Probation,Level 2,,52,92.9,30.8,97.1,10.5,,,,,,,,,,,,554,,1
609918,Eugene Field Elementary School,ES,Not on Probation,Level 2,33,44,96.8,10,96.7,45.6,20,,,,,,,,,,,375,,0
610201,Ole A Thorp Elementary Scholastic Academy,ES,Not on Probation,Level 1,61,50,96.4,25.8,95.8,33.7,100,,,,,,,,,,,834,,0
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,Probation,Level 2,39,49,92.5,100.5,96.7,13.3,,,,,,,,,,,,298,,1
610520,LaSalle II Magnet Elementary School,ES,Not on Probation,Level 1,81,55,95.1,5.6,94.8,,,,,,,,,,,,,609,,0
609762,Percy L Julian High School,HS,Probation,Level 3,50,,74.6,33.4,94.2,,,13.1,12.8,14.2,13.9,14.8,0.8,0.6,8.3,60.3,54.9,1226,65.3,1
610173,Jesse Sherwood Elementary School,ES,Probation,Level 2,,51,92,3.9,95.5,43.1,71.4,,,,,,,,,,,355,,1
610015,Joseph Jungman Elementary School,ES,Probation,Level 2,34,48,96.4,5.3,96.3,,,,,,,,,,,,,286,,1
610150,Betsy Ross Elementary School,ES,Probation,Level 3,,37,88.9,64.1,93.9,,,,,,,,,,,,,350,,1
610005,Charles Evans Hughes Elementary School,ES,Probation,Level 3,,,94.4,0,94.7,,,,,,,,,,,,,315,,1
610202,George W Tilton Elementary School,ES,Probation,Level 3,25,51,91.4,65.5,95.1,,,,,,,,,,,,,321,,1
610163,Frederick Stock Elementary School,ES,,,99,69,72.4,0,95.7,,,,,,,,,,,,,260,,0
610072,Garrett A Morgan Elementary School,ES,Probation,Level 3,38,47,92,10,94.8,,,,,,,,,,,,,237,,1
610024,Lazaro Cardenas Elementary School,ES,Not on Probation,Level 1,58,52,96.3,3.2,98.5,,,,,,,,,,,,,654,,0
610135,Portage Park Elementary School,ES,Not on Probation,Level 2,,48,94.2,3.7,95.9,22,66.7,,,,,,,,,,,1139,,0
610098,Alfred Nobel Elementary School,ES,Not on Probation,Level 2,34,48,94.6,24.8,95.2,23.4,44.4,,,,,,,,,,,801,,0
609888,Mary Mapes Dodge Elementary Renaissance Academy,ES,Not on Probation,Level 2,61,56,94.4,12.7,97.1,43.1,19,,,,,,,,,,,434,,0
609987,Thomas A Hendricks Elementary Community Academy,ES,Probation,Level 3,,51,91.2,61.8,95.6,,,,,,,,,,,,,307,,1
610029,Rodolfo Lozano Bilingual & International Center Elementary School,ES,Not on Probation,Level 2,,45,94.8,0.9,96.2,,,,,,,,,,,,,319,,0
610012,Edward Jenner Elementary Academy of the Arts,ES,Probation,Level 3,34,49,88.9,16,94.8,45.8,31.8,,,,,,,,,,,314,,1
610250,Rueben Salazar Elementary Bilingual Center,ES,Not on Probation,Level 2,,52,95.1,44.6,95.8,,,,,,,,,,,,,444,,0
610081,Mark Sheridan Elementary Math & Science Academy,ES,Not on Probation,Level 1,59,55,96.8,1.3,97,50,65.6,,,,,,,,,,,535,,0
610023,William H King Elementary School,ES,Probation,Level 3,,,92.4,17.7,95.1,40.6,7.7,,,,,,,,,,,264,,1
610161,Arna Wendell Bontemps Elementary School,ES,Probation,Level 3,,53,94.2,31.2,95.8,,,,,,,,,,,,,345,,1
609807,Lionel Hampton Fine & Performing Arts Elementary School,ES,Probation,Level 2,,46,95,94.9,96.6,,,,,,,,,,,,,658,,1
610541,Federico Garcia Lorca Elementary School,ES,Not on Probation,Not Enough Data,58,51,96.8,43.8,0,39.4,42.3,,,,,,,,,,,860,,0
609947,Alexander Graham Elementary School,ES,Not on Probation,Level 2,30,48,92.5,27.4,95,45.3,31.8,,,,,,,,,,,476,,0
609996,Charles N Holden Elementary School,ES,Not on Probation,Level 2,44,54,94.9,4.7,96,,,,,,,,,,,,,600,,0
610245,Frederick A Douglass Academy High School,HS,Probation,Level 3,,50,79.2,28,94.7,,,13,12.3,13.8,13.5,14.8,0.5,1,5.1,52.8,39.5,354,77.1,1
610075,Moses Montefiore Special Elementary School,ES,Not Applicable,Level 3,,46,80.4,251.6,93.5,,,,,,,,,,,,,21,,0
610218,Joseph Warren Elementary School,ES,Not on Probation,Level 2,55,46,95,21.6,95.3,,,,,,,,,,,,,328,,0
609769,Ray Graham Training Center High School,HS,Not Applicable,Not Enough Data,82,53,86.3,3.7,94.3,,,,,,,,,,18.8,10.3,,137,,0
609973,Emiliano Zapata Elementary Academy,ES,Not on Probation,Level 2,52,46,96.6,2.8,96.8,20.2,52.9,,,,,,,,,,,988,,0
609921,Telpochcalli Elementary School,ES,Probation,Level 3,48,55,95.4,2.7,94.7,,,,,,,,,,,,,285,,1
609786,Avalon Park Elementary School,ES,Not on Probation,Level 2,24,46,92.1,52.1,96.4,,,,,,,,,,,,,398,,0
610107,James Otis Elementary School,ES,Probation,Level 1,92,54,95.5,3.2,96.5,,,,,,,,,,,,,491,,1
610091,Ronald Brown Elementary Community Academy,ES,Not on Probation,Level 2,26,52,93.8,35.6,96.3,,,,,,,,,,,,,283,,0
610273,Ignance Paderewski Elementary Learning Academy,ES,Probation,Level 3,,46,92.1,20.9,95.2,93.8,,,,,,,,,,,,130,,1
610102,Richard J Oglesby Elementary School,ES,Probation,Level 3,40,46,94.4,25.4,96.9,,,,,,,,,,,,,402,,1
610380,Daniel Hale Williams Prep School of Medicine,HS,Not on Probation,Level 2,,,91.3,5.4,96.7,64.1,25,15,15.1,15.8,15.4,17.5,0.4,1.7,32.7,,,324,90.1,0
610152,Martha Ruggles Elementary School,ES,Probation,Level 2,,48,93.9,30.9,96.7,,,,,,,,,,,,,417,,1
